Train_ID,Score
22613,1.0319643020629883
6258,0.6827456951141357
25446,0.5997093617916107
4662,0.5392515063285828
42853,0.5390048623085022
30657,0.5385213494300842
39610,0.5361769199371338
16159,0.5343995094299316
42112,0.5324203670024872
50505,0.5193552374839783
29087,0.5151451230049133
26980,0.5112682580947876
41654,0.5102612972259521
53078,0.5052081346511841
44182,0.5007570683956146
6752,0.4995555281639099
3111,0.49826502799987793
29243,0.4976215362548828
10570,0.49461373686790466
40121,0.49437475204467773
45570,0.49325019121170044
34862,0.49173685908317566
32945,0.4915039539337158
27500,0.4913667142391205
29912,0.4907938241958618
6625,0.4906502962112427
21689,0.49032486975193024
22238,0.4902237802743912
18056,0.4901742935180664
27463,0.4898862987756729
51353,0.48884664475917816
5790,0.48877596855163574
20562,0.48542624711990356
26460,0.4850517809391022
44876,0.48349542915821075
29780,0.48349080979824066
34843,0.4830963760614395
52727,0.48274290561676025
51714,0.48237812519073486
39490,0.4814845025539398
10167,0.48109138011932373
20719,0.48074980080127716
40295,0.4793176054954529
47184,0.4785841405391693
13367,0.4776807725429535
17144,0.4770311564207077
20621,0.4768199324607849
23255,0.4754669666290283
50354,0.47498342394828796
4864,0.473694384098053
10899,0.47345423698425293
44988,0.47240306437015533
35702,0.47240306437015533
21837,0.4707759618759155
11298,0.4705442190170288
43224,0.4689997136592865
41993,0.4688727855682373
46138,0.46879810094833374
51703,0.46829065680503845
8660,0.4666461944580078
22860,0.4653259664773941
29942,0.4638824015855789
47521,0.46284662187099457
7114,0.46269068121910095
26770,0.461049422621727
42697,0.46099768579006195
3164,0.4608706533908844
37125,0.46061913669109344
31773,0.4601849317550659
4888,0.4596242904663086
26679,0.45938996970653534
1339,0.45885026454925537
47397,0.4573245346546173
7056,0.45725883543491364
20045,0.4571956545114517
48418,0.4571901857852936
27833,0.45716071128845215
1963,0.4568830728530884
4960,0.45686236023902893
21758,0.45651495456695557
15160,0.4559240937232971
46621,0.45557206869125366
30114,0.4547249972820282
46746,0.4544292688369751
43694,0.45336058735847473
19618,0.4529995620250702
6401,0.4527583122253418
15855,0.45241034030914307
34039,0.4522227793931961
10253,0.45210349559783936
25932,0.45146162807941437
21839,0.4512391686439514
21547,0.45106300711631775
20984,0.4508189260959625
26898,0.4505865126848221
49799,0.45039868354797363
35494,0.45027947425842285
33010,0.4499731659889221
38032,0.4494260847568512
11725,0.4489628076553345
14657,0.44819173216819763
42188,0.4480088800191879
6887,0.4473375082015991
24188,0.4470936208963394
35995,0.44703973829746246
12367,0.4466799795627594
49482,0.44653773307800293
35717,0.44645988941192627
4519,0.44583654403686523
24098,0.44565023481845856
720,0.4445130228996277
29246,0.4441695213317871
11307,0.44399362802505493
17635,0.44380852580070496
26376,0.4435916692018509
1843,0.4435563385486603
362,0.4433218836784363
31859,0.4431890845298767
7785,0.44293877482414246
49514,0.4421863853931427
10440,0.4417586922645569
18973,0.4415803849697113
18894,0.4410017728805542
22140,0.4404706507921219
24622,0.44031666219234467
22888,0.43982063233852386
23547,0.4394780099391937
9836,0.4394696056842804
16016,0.43922682106494904
2513,0.4390609562397003
53400,0.4390348643064499
37764,0.43901997804641724
34809,0.43879443407058716
11001,0.43879443407058716
42978,0.438692182302475
16858,0.43863415718078613
38523,0.43798547983169556
11093,0.43762335181236267
4661,0.4374803304672241
45302,0.4374380111694336
16521,0.4372698813676834
9898,0.43696367740631104
41988,0.43568289279937744
30921,0.4355264753103256
6801,0.43549758195877075
9327,0.4354513883590698
14571,0.43524909019470215
39662,0.43418896198272705
398,0.4341658353805542
25451,0.43408453464508057
12216,0.4338933527469635
43253,0.43302619457244873
25604,0.4330103099346161
49986,0.4323903024196625
19842,0.43225930631160736
40469,0.43219995498657227
26587,0.4320580065250397
51171,0.4318678379058838
49672,0.43180418014526367
49089,0.4316944181919098
25083,0.4315742254257202
52297,0.43077659606933594
19583,0.4307370185852051
27586,0.4306008815765381
