radius,shell_from,avg_inf_diff,coverage
0.25480707168579103,0.0,1.1891210928145876e-05,0.24725
1.2740353584289552,0.25480707168579103,1.3522787803877459e-05,0.90325
2.5480707168579104,1.2740353584289552,1.3652771105578572e-05,0.99625
5.096141433715821,2.5480707168579104,1.3676914025283025e-05,0.999625
7.64421215057373,5.096141433715821,1.3571046187086674e-05,0.999875
