,10,20,24,28,32,36,40,44,48,52
10,1.0,0.8011668172243458,0.7557760507210528,0.7381707187843743,0.7026005437257677,0.6934729400368751,0.6809411153432381,0.6656028455097049,0.6598739875138744,0.6477176937052785
20,0.8011668172243458,1.0,0.8717280915200235,0.8213915699269755,0.7582911213679129,0.7401154561730429,0.7263738496928757,0.7154582797807468,0.6980129972759507,0.6835051461013231
24,0.7557760507210528,0.8717280915200235,1.0,0.8830593062201992,0.8068111636395383,0.7845390312590925,0.7575789082566388,0.7413728330107304,0.7348154382125371,0.7179595872161452
28,0.7381707187843743,0.8213915699269755,0.8830593062201992,1.0,0.8585141615223666,0.8242479496579126,0.7969987239768531,0.7751335942978437,0.7686202767043491,0.7431960193361479
32,0.7026005437257677,0.7582911213679129,0.8068111636395383,0.8585141615223666,1.0,0.8919635384249816,0.8558256762279182,0.8267581272667148,0.8108417433861997,0.7851939786797053
36,0.6934729400368751,0.7401154561730429,0.7845390312590925,0.8242479496579126,0.8919635384249816,1.0,0.8984929546505983,0.8622821888867193,0.8409584926133525,0.8163603172327284
40,0.6809411153432381,0.7263738496928757,0.7575789082566388,0.7969987239768531,0.8558256762279182,0.8984929546505983,1.0,0.8992907225713037,0.8667853069417443,0.8299747266539588
44,0.6656028455097049,0.7154582797807468,0.7413728330107304,0.7751335942978437,0.8267581272667148,0.8622821888867193,0.8992907225713037,1.0,0.9050357801385945,0.8621814592915635
48,0.6598739875138744,0.6980129972759507,0.7348154382125371,0.7686202767043491,0.8108417433861997,0.8409584926133525,0.8667853069417443,0.9050357801385945,1.0,0.8952658271344937
52,0.6477176937052785,0.6835051461013231,0.7179595872161452,0.7431960193361479,0.7851939786797053,0.8163603172327284,0.8299747266539588,0.8621814592915635,0.8952658271344937,1.0
