,10,20,24,28,32,36,40,44,48,52
10,1.0,0.9579317954576488,0.9522386592545762,0.9483248652848737,0.9128269333032212,0.9103011053125011,0.9085154476691132,0.8992899171303048,0.8968081237144677,0.8981345694220801
20,0.9579317954576488,1.0,0.9731581889539397,0.9664719425397947,0.9323751775830897,0.9282931086858452,0.9242173705214345,0.9141231300636784,0.9097806502454171,0.910194831487636
24,0.9522386592545762,0.9731581889539397,1.0,0.9740973142119036,0.9389946083272688,0.9341469353079781,0.9303179602751421,0.9208294596542249,0.9155746502039195,0.9158072552480581
28,0.9483248652848737,0.9664719425397947,0.9740973142119036,1.0,0.9506358264009669,0.9447950561524374,0.9401074801538818,0.9303006037122014,0.9254219441703869,0.9251763578668838
32,0.9128269333032212,0.9323751775830897,0.9389946083272688,0.9506358264009669,1.0,0.9727692044058325,0.9632380649036808,0.9517576213168402,0.9449963284294562,0.9429470043787004
36,0.9103011053125011,0.9282931086858452,0.9341469353079781,0.9447950561524374,0.9727692044058325,1.0,0.9738474564649157,0.959674359538598,0.9524185954575431,0.9488878714593668
40,0.9085154476691132,0.9242173705214345,0.9303179602751421,0.9401074801538818,0.9632380649036808,0.9738474564649157,1.0,0.9693482056034113,0.960343184170025,0.9556013417999375
44,0.8992899171303048,0.9141231300636784,0.9208294596542249,0.9303006037122014,0.9517576213168402,0.959674359538598,0.9693482056034113,1.0,0.9755250718406372,0.9670334806975588
48,0.8968081237144677,0.9097806502454171,0.9155746502039195,0.9254219441703869,0.9449963284294562,0.9524185954575431,0.960343184170025,0.9755250718406372,1.0,0.9769143488612626
52,0.8981345694220801,0.910194831487636,0.9158072552480581,0.9251763578668838,0.9429470043787004,0.9488878714593668,0.9556013417999375,0.9670334806975588,0.9769143488612626,1.0
