Train_ID,Loss
52314,57.831642
33840,31.985361
33644,31.140001
40576,29.950096
12222,29.715176
6309,27.165499
1526,13.532698
10015,8.465261
24056,6.0842943
52467,5.9090233
32944,5.794338
34548,5.715247
33215,5.5832195
5974,5.4866514
19913,5.1221766
39285,4.9536314
40394,4.6986294
34110,4.6267304
5309,4.457906
53152,4.4425335
27647,4.4122972
15095,4.3779197
1857,4.3485665
18231,4.323697
38059,4.169495
12524,4.1296263
5672,4.1149483
37413,4.093486
48571,3.9950242
10535,3.9886205
8799,3.951652
47279,3.8934057
25898,3.881842
17422,3.8722076
1137,3.8301735
47986,3.7466166
13756,3.723889
38579,3.6527944
39999,3.6329901
11755,3.5759866
16436,3.5574684
13293,3.5096352
27059,3.4798257
27507,3.330604
52450,3.310661
4282,3.305859
35680,3.2982955
36898,3.2694497
45023,3.2668734
35319,3.2576776
11875,3.2387784
40985,3.1969302
12456,3.173057
30919,3.1486793
42614,3.1243074
27236,3.1069438
51495,3.0980108
10729,3.0775847
45478,3.0361948
24467,2.991508
4739,2.9831152
33865,2.9625518
7898,2.950897
44796,2.9415426
48547,2.940983
16784,2.9388597
12584,2.887795
15771,2.8842442
30291,2.8831506
9313,2.8702176
25565,2.8620436
12411,2.8564138
7863,2.8437717
13941,2.8210773
23533,2.7878065
919,2.7548249
7805,2.7487154
52106,2.74689
19391,2.721599
35230,2.720464
7950,2.702706
25577,2.6855505
15999,2.6489584
33710,2.645017
13882,2.640085
11971,2.613097
48626,2.6085956
44614,2.6037714
28344,2.5991428
7474,2.5921028
3849,2.5645885
9738,2.5441723
3641,2.5320582
33655,2.514158
25119,2.5117407
2501,2.498796
34842,2.4949791
51443,2.4935157
12484,2.4903302
46043,2.4902573
8436,2.4895678
28034,2.4814768
11917,2.4758658
24030,2.4692333
27562,2.4681995
22575,2.4606507
20425,2.4582155
46177,2.448666
24193,2.445652
32263,2.4426804
36557,2.4311779
27708,2.430251
17315,2.4256537
13584,2.4117877
52595,2.3978336
29109,2.396169
24185,2.391978
39324,2.3908582
29828,2.389963
11675,2.3674095
49797,2.366382
26292,2.365098
31563,2.3611815
17686,2.3603706
20718,2.339755
52371,2.3391387
17258,2.338665
45649,2.330164
10710,2.306143
41996,2.3039572
10204,2.3017125
11568,2.2920728
14717,2.2901957
24709,2.2805066
29480,2.2674534
38026,2.2322493
33180,2.2245326
27845,2.2174852
10801,2.206199
48242,2.205245
34368,2.199433
44118,2.1945343
28032,2.190165
22175,2.1885176
48236,2.1884952
3783,2.1857653
22543,2.181348
41656,2.1767318
50420,2.1646223
25067,2.1605546
25600,2.154427
23421,2.136159
26694,2.1325245
10178,2.1280658
37639,2.1235557
14751,2.1226885
62,2.1213527
52699,2.1183872
11444,2.1181252
30975,2.1098893
1662,2.103525
53111,2.0995488
20388,2.0961056
13492,2.0791664
32348,2.0765502
5800,2.074824
31590,2.0741885
27299,2.0730276
32687,2.069571
33492,2.0675962
12897,2.0650017
16133,2.0606167
5848,2.0578208
13751,2.057176
27195,2.05688
50580,2.0515106
1068,2.0378323
22629,2.0279582
30914,2.027025
20046,2.023912
27736,2.015596
39287,2.0081046
32420,2.0076263
25728,2.0039723
33141,1.9965246
43247,1.9924505
45176,1.992126
42435,1.9910266
2334,1.9854265
3834,1.9825572
3954,1.9802666
46917,1.9673601
41674,1.9574332
17966,1.947283
45309,1.9399481
29872,1.9344093
50149,1.9287913
17264,1.928282
53147,1.9250375
3029,1.9234821
9636,1.9230828
19650,1.9159259
17934,1.9107988
42023,1.8981575
1098,1.8959467
39803,1.8959386
32722,1.8874274
26342,1.8863695
48134,1.8839538
1421,1.8833841
36412,1.8824044
38363,1.8804189
42063,1.8798562
49368,1.8735586
39014,1.8729981
50397,1.8700309
40582,1.8674409
32293,1.866274
25688,1.8540605
27295,1.8510835
8027,1.85108
41470,1.8460882
10735,1.8408713
47911,1.8390522
43150,1.8385482
43795,1.8359659
14063,1.8234265
28873,1.8223293
36629,1.8220414
7127,1.8170284
33872,1.8132313
38583,1.8100904
42439,1.809888
41333,1.809368
18511,1.8052368
3511,1.8009213
13002,1.8008244
34991,1.795029
30884,1.7936106
19881,1.7913793
35726,1.7898834
34714,1.7882963
7941,1.7867594
28660,1.7854888
28422,1.7844191
23725,1.7787054
13634,1.7786014
5754,1.7781335
15635,1.7772213
7880,1.7762872
18324,1.7705919
10185,1.7652931
34343,1.7637818
34397,1.7613432
45070,1.7591276
33744,1.7501949
6140,1.7402999
19181,1.738355
13565,1.7328826
30802,1.7312503
35971,1.7296019
15694,1.7284018
39262,1.7269706
17346,1.7250862
41953,1.7244258
38388,1.7233963
13051,1.7225997
17746,1.7148688
45408,1.7143428
42800,1.7132243
27293,1.7063929
9204,1.7012807
16349,1.7009223
49983,1.6971526
2530,1.6925058
38577,1.6896131
3415,1.6890191
28728,1.6849885
4950,1.6817296
39374,1.6807191
12150,1.6801512
38150,1.6793951
9198,1.6789649
6809,1.6789441
23645,1.6766726
5094,1.6757462
37032,1.6714227
42691,1.6706092
2467,1.669359
35718,1.6686956
20197,1.6658282
44151,1.6603587
49399,1.6601603
30077,1.658738
16316,1.6482682
1835,1.6454084
7495,1.6442639
36772,1.6423516
48984,1.641449
46871,1.6294447
17906,1.6290201
15141,1.6259983
36048,1.6252235
4060,1.6207972
10009,1.6116835
49351,1.6113269
12062,1.6106529
47785,1.6047931
32149,1.5988709
36831,1.598633
20138,1.5946819
