Train_ID,Training_Loss
1,0.95347977
2,0.043774746
3,0.6439655
4,1.5230844
5,0.043344256
6,0.04831101
7,0.043618184
8,0.54998666
9,0.30290705
10,0.048175603
11,0.043382723
12,0.49045336
13,0.047964282
14,0.042987008
15,0.043997906
16,0.043668624
17,0.19147322
18,0.047533885
19,0.0489335
21,0.04277036
22,0.395306
23,0.15043925
25,0.0472832
26,0.17469639
27,0.068658665
28,0.05644644
29,0.14566337
31,0.2919022
32,0.049239267
34,0.77096003
36,0.047958486
38,0.28651914
43,0.047657214
45,0.96997416
47,0.04372785
49,0.04798121
50,0.8531934
51,0.779973
54,0.042948294
55,0.048171062
56,0.10174313
57,0.049316317
59,0.12717046
60,0.12777168
61,0.04783042
62,0.043655615
63,0.049412765
64,0.04349732
66,0.043503597
67,0.043306127
68,0.04905246
69,0.04355576
70,0.015772237
71,1.8956922
72,0.048080854
73,0.29812863
74,0.048463546
75,0.061417315
76,0.043587826
77,0.47917432
78,0.04812187
79,0.048462182
81,0.043987185
82,0.11546281
83,0.24136125
84,0.043637127
85,0.043706737
86,1.1282383
87,0.04807756
89,0.24108925
90,1.971698
91,0.04287909
93,0.2497807
94,1.0318094
95,0.047702566
96,0.047816217
97,0.2156671
98,0.15394422
99,2.1335185
100,0.09275956
101,0.15558533
102,0.043519236
103,0.04339779
104,0.04338238
105,0.5015327
106,0.048117895
107,0.043836016
108,0.011997915
109,0.16666491
110,0.13700283
111,0.04380852
112,0.04803257
113,0.04398547
114,0.27462146
115,0.9140123
116,0.047936555
117,1.0519512
118,0.5868869
119,0.81127113
120,2.241706
122,0.18108314
123,0.5332289
124,0.048116986
125,0.048072223
126,0.043731045
127,0.042923287
128,0.048354287
129,0.047564577
130,0.23460129
131,0.04381525
133,0.043238886
134,0.11261712
135,0.043239914
136,0.778017
137,0.04414985
140,0.043939613
141,0.22355707
142,0.04300071
143,0.0446061
144,0.043367315
146,0.14766353
147,0.048558827
148,0.048129026
149,1.5341915
150,0.058275826
151,0.5049871
152,0.17876473
153,0.97876936
154,0.2453762
155,0.1491548
156,0.047648124
157,0.667864
159,0.043547314
160,0.033887338
161,0.04792008
162,0.029003197
163,0.044511355
165,0.047683243
166,0.043289118
167,0.18422396
168,0.043433405
169,0.048788983
170,0.043538637
171,0.043497436
172,0.04296097
173,0.047533546
174,1.6733842
175,0.047760416
176,0.017382422
177,0.04831192
178,0.16332349
179,0.67579806
180,0.043499377
181,0.04357105
182,0.04759095
183,0.0477886
184,0.04817288
185,0.043952275
186,0.043426327
187,0.7600167
188,0.04749103
189,0.043691333
190,0.11645708
191,0.043610767
192,1.4667853
193,0.21875274
194,0.048204686
195,0.06863117
196,0.047903944
197,0.043568313
198,0.043500174
199,0.78247416
200,0.17726798
201,1.9593344
202,0.04349116
203,0.049631268
204,0.3522814
205,0.04387093
206,0.048453666
208,0.44922453
209,0.048096422
210,2.1033044
211,0.1886509
212,0.043035652
213,0.04845605
214,0.47075996
215,0.047765303
216,0.04784031
217,0.04380407
218,0.048709508
219,0.23613745
221,0.04317906
222,0.048296586
223,0.043480773
224,0.043679237
225,0.11161156
226,0.17334089
227,2.3411088
229,0.04807029
230,0.048220705
231,1.4227861
232,1.0113351
233,0.047664832
235,0.108661525
236,0.043523002
237,2.538021
238,0.043721
239,0.043033026
240,0.21536112
241,0.047676425
242,0.04825978
243,0.043412745
245,0.2180151
246,0.047704045
247,0.0439136
248,0.043641463
249,0.043706965
250,0.41513517
251,0.93074876
253,0.43086034
254,0.07591525
256,0.055381738
257,0.4115638
258,1.089532
259,0.04361636
260,0.24314025
262,0.04805086
263,0.7031668
264,0.043745305
265,0.04813323
266,0.04793758
267,0.04830601
268,0.043611452
269,0.29045266
270,0.40561864
271,0.048073925
272,0.64804643
273,0.4785998
274,0.047865648
275,0.04788599
276,0.7060627
278,0.043522887
279,0.23196436
280,0.034860965
281,0.04380179
282,0.32296818
283,0.04345749
284,0.37916598
286,0.047933146
287,1.251131
288,0.47398514
289,2.4084544
290,0.048017457
291,1.1498891
292,0.043523114
293,0.04364911
294,0.043435004
295,0.048408236
296,0.1384725
297,0.28285995
298,0.17604095
299,0.112234876
301,0.696828
302,0.60959315
303,0.86707056
304,0.043432947
305,2.1447003
306,0.5945649
307,0.04320589
308,0.04375854
309,0.043432377
310,0.5092434
311,0.3070352
312,0.047557075
313,0.047607545
314,0.25117263
315,0.049452588
316,0.04361168
317,0.8267532
319,0.3077903
320,0.047826786
321,0.042810906
322,0.047768142
324,0.04359867
325,0.89581037
326,0.043618184
327,0.42781836
328,0.14975475
329,0.41887343
330,0.043832023
331,0.04340898
332,0.76004165
334,0.0479411
335,0.043614645
336,0.24026658
338,0.3512571
339,0.24446762
340,0.17762616
341,0.049015798
342,0.69971186
343,0.31080103
344,0.04781508
345,0.04865319
346,0.26928172
347,1.4011209
348,0.04360917
349,0.043793004
350,0.9656399
351,2.6053674
353,0.04334026
354,0.16360664
355,0.0484389
356,0.048411757
357,0.04811619
358,0.6991502
359,0.048564278
360,0.42614448
361,0.048060406
362,0.04393847
363,0.047728933
364,0.048038706
365,0.043262176
366,0.0432003
367,0.043680035
368,0.048453096
369,0.0380063
370,0.043549594
371,1.9861504
372,0.41917616
373,0.048445944
374,0.04780508
375,0.04886993
376,2.0545244
377,0.047704954
378,1.5542321
380,0.043990377
381,0.047635164
382,0.048302036
383,0.548647
384,1.8417947
385,1.1233253
386,0.7605987
387,0.048127208
388,0.7087059
390,0.04794258
391,0.043178607
394,0.047765642
396,2.7230546
397,1.180079
398,0.04347849
399,0.4715796
400,0.043495383
401,0.048584037
402,0.048169356
403,0.08956715
404,0.048411075
405,0.093157895
406,0.12465507
407,0.048470702
408,0.56700784
409,0.23620938
410,0.500113
411,0.87604123
412,0.04873869
413,0.04368186
414,0.035196383
415,2.4961302
416,0.043383867
418,0.04380099
419,0.25460875
420,0.3280328
421,0.63750124
422,0.043567397
423,0.3316375
424,0.27975443
425,0.048024956
426,0.043181803
428,0.043562833
429,0.043448355
430,0.24393432
431,0.043466046
432,0.04799246
433,0.04792474
434,0.047709953
435,0.52173686
436,0.5934265
437,1.0736923
438,0.048053928
439,0.04341754
440,0.04772632
441,1.3612562
442,0.043543432
443,0.049118515
444,0.047620844
445,0.07704739
446,0.047572307
447,0.052321665
448,0.33445027
449,0.04335099
450,1.2190297
451,0.083847806
452,0.04332131
453,0.047792237
454,0.047969736
455,0.527872
456,0.12264585
457,0.047995187
458,0.043449156
459,1.5162814
460,0.04780451
461,0.0483586
462,0.043576073
463,0.048218317
464,0.068888806
465,0.048119143
466,0.048000302
467,0.21009125
468,0.043287177
469,0.04783508
470,0.048222408
471,0.39117473
472,0.04376071
473,2.3060327
474,0.047775872
475,0.030974973
476,0.04341674
477,0.043793004
478,0.048538838
479,0.73665726
480,0.706209
481,0.044100687
483,0.04346
484,0.41751108
485,0.36491698
486,0.3990478
487,0.18602106
488,1.3595202
489,0.09450543
491,0.23053963
492,0.41882905
493,0.04328695
494,0.04773325
495,0.8661244
496,0.04355895
497,0.7180278
498,0.2530946
499,0.4081793
500,0.95627177
501,0.6811597
502,0.043481342
503,0.8674483
504,0.043612476
505,0.0858476
506,0.043110557
508,0.043428954
509,0.043374963
510,0.043502003
511,2.1785583
512,0.04340327
514,1.5803468
515,0.19733539
516,0.77435374
517,2.3922203
518,0.71639186
519,0.36166212
520,0.043544002
521,0.5352219
522,1.8515223
523,0.64186305
524,0.043871958
525,0.49954942
526,0.04802791
527,0.020488761
529,0.043230325
530,0.043486707
531,0.012669668
532,0.17588748
533,0.14625707
534,0.08564366
535,0.048184466
537,1.1244881
538,1.8184781
539,0.043597754
540,0.24435997
542,0.04769802
543,0.04313556
544,0.04347929
545,0.047950078
546,0.043694414
547,0.8007994
548,1.1291194
549,0.15424669
550,0.048097104
551,0.381198
552,0.043580294
553,0.90174794
554,1.2365849
555,0.04316182
556,0.043265488
557,0.047761437
558,0.2410429
560,0.9721897
561,1.362884
563,0.048275683
564,0.33308777
565,0.39888525
566,1.0399078
567,0.047889967
568,0.048504997
570,0.29227865
571,0.043502457
573,0.047527064
574,0.04307733
575,1.0803171
576,0.04363325
577,0.043703087
578,0.049457356
579,0.12262297
580,2.552054
581,0.043293912
582,0.5493716
583,0.239197
584,0.04748921
585,1.6369773
586,0.043412514
587,0.13703859
588,0.21407546
589,0.04395878
590,0.04343466
591,0.61124057
592,0.04910444
593,1.5769248
594,0.3184481
595,0.043726135
596,0.043627884
597,0.37995565
598,0.38308364
599,0.04362503
600,0.8641138
601,0.04392387
603,0.047560826
604,0.048903305
605,0.04306226
606,0.049003195
607,0.7834904
608,4.460153
609,0.35753176
610,0.043267198
611,0.13376881
612,0.5051853
613,0.043614075
614,0.048609585
615,0.33758858
616,0.043171298
617,0.85341316
618,0.048162993
619,0.20526163
620,0.043344826
621,0.04382997
622,0.043330442
623,0.050146595
624,0.37174445
625,0.7107492
626,0.15932956
628,1.4150671
629,0.5893134
631,0.14641103
632,0.043586913
633,2.278944
634,0.0291594
635,0.04996018
636,0.04381411
637,0.043514214
638,0.04388736
640,0.2174608
641,0.047678698
642,0.049310643
643,0.047862582
644,2.0224886
645,0.048091423
646,1.9038293
647,0.07555331
648,0.14165172
649,0.047706544
650,0.666017
651,0.043718036
652,0.90174794
653,0.043576416
654,0.3126503
655,0.37520942
656,0.04386671
657,0.04841539
658,1.4472312
659,0.04346228
660,0.08548137
661,0.059962776
662,0.048352923
663,1.075474
664,0.047760416
665,0.83339
666,0.043597415
667,0.1831706
668,0.043298934
669,0.05654288
670,1.2231461
672,0.04781667
673,0.57024646
674,0.043176323
675,0.047898374
676,0.043298364
677,0.047980532
678,0.22372484
679,0.043585658
680,0.42247042
681,0.44344556
682,0.04823229
683,0.04359148
684,0.08777462
685,0.043448016
686,1.4154084
687,0.043488078
688,0.043270852
689,0.043768585
690,0.020903286
691,0.048398353
692,0.26826143
693,0.21794656
694,0.043440823
695,0.48445088
696,0.043897286
697,0.048150044
698,0.04351353
699,0.04853157
700,0.06494808
701,2.3740406
702,0.11608915
703,0.5095689
704,2.0181808
705,0.043220732
707,0.30095285
708,0.13442881
709,0.043746904
710,0.04783065
711,0.0477603
712,0.047591403
713,0.17816608
714,0.048309308
715,0.06584541
716,0.04354971
717,2.8042681
718,0.04334106
719,0.043841265
720,0.6933391
721,0.043670107
722,0.49367225
723,0.69033533
724,0.048894905
725,0.067058794
726,0.043519463
727,0.13627723
728,0.048532933
729,0.044865437
730,0.5925321
731,0.043133166
732,0.25399834
733,0.04361065
734,0.04327519
735,0.3289905
736,0.10409924
737,0.043139216
738,0.048989348
739,0.80097497
740,0.6938074
741,0.8452703
742,4.610626
743,0.043625943
744,0.043316286
745,0.047922466
746,0.5100632
747,0.04346936
748,0.047601633
749,0.24706456
750,0.32256955
752,0.043585088
753,0.11925559
754,0.39536333
755,0.04310051
756,0.1244671
757,0.36750248
758,0.066859566
759,0.8725755
760,0.047972802
761,0.04783235
762,0.8322186
763,0.044191822
764,0.29735035
766,0.5076647
767,0.033657875
768,0.04834713
769,0.86212033
770,0.3188209
771,0.8983163
772,1.1399661
773,0.043218337
774,0.047963828
775,0.047818147
776,0.16377597
777,0.04906551
778,0.043794714
779,1.497837
781,0.47294253
782,2.06716
783,0.039188124
784,0.04376402
785,1.1589338
786,0.043504857
787,0.043210573
788,0.2739473
789,0.74121404
790,0.047936443
791,0.7528888
792,0.048409827
793,0.049006376
794,1.8719863
795,0.1627752
796,0.048157427
797,0.26459005
798,0.33763725
799,0.036073647
800,0.0479219
801,0.04846911
802,0.044089507
803,0.26436365
804,0.5777358
805,0.049518164
806,0.04286995
807,0.04816981
808,0.04345155
809,0.04343112
810,2.130335
811,0.0476737
812,0.04357744
813,0.04830692
814,0.048418343
815,0.04792451
816,0.5544549
817,0.04764187
818,0.24000265
819,1.0219717
820,0.07670431
821,0.15966262
822,0.043321654
823,0.58383113
824,0.0434253
825,0.04354058
826,0.0482282
827,0.04783701
828,0.07681151
829,0.043759458
830,0.19582102
831,0.46796292
832,0.043451667
833,0.047736775
834,0.91721964
835,0.043700006
836,0.04380658
837,0.04322747
838,0.29346296
839,0.36950186
841,0.047803033
842,0.55925703
843,3.5908964
844,1.7082664
845,0.047875762
846,0.047856104
847,0.0155370515
848,0.43131712
849,3.1952403
850,0.043760255
851,1.3524935
852,2.957165
854,0.3254956
855,0.04347883
856,0.047906898
857,0.0499781
858,0.3970134
859,0.043723967
860,1.6696717
861,0.047712
862,0.04349424
863,0.17860222
864,0.044314653
865,0.269789
867,0.16058224
868,0.0482357
869,0.04784656
870,0.05133512
872,1.2842023
873,0.04344242
875,0.048361212
876,0.049228147
877,0.047852013
878,0.44364017
879,0.043388203
880,0.59095126
881,0.90174794
882,0.90174794
883,0.9022424
884,0.04315988
886,0.048082445
887,0.043287292
888,0.0440189
889,0.043706737
890,0.13514951
891,0.04325681
892,0.048315667
893,0.04333912
894,0.043556098
895,0.04792917
896,0.82722765
897,0.048197985
898,0.043494925
899,0.04806427
900,2.475526
901,0.039938997
902,0.047643237
903,0.048095286
904,0.17601785
905,2.1268394
906,0.94676024
907,0.24226077
908,0.047778938
909,0.7813832
910,0.072891526
911,0.04797519
912,0.04834815
913,0.085096166
914,0.048151635
915,2.413147
916,0.048058588
917,0.048730854
918,0.043589424
919,0.39134303
920,0.049200796
921,0.048357353
922,0.047630277
923,0.043256354
924,0.04343375
925,0.047453515
926,0.326166
927,0.043348823
928,0.043306243
929,0.7088905
930,0.043769155
931,0.048139136
932,0.38291946
