Train_ID,Loss
1,4.659351
382,4.0754356
711,3.86618
777,3.399041
358,3.2944806
716,2.8761864
771,2.645308
180,2.5791605
313,2.5051491
962,2.4603572
742,2.251719
957,2.187559
654,2.0911798
305,2.056415
440,2.0117426
228,2.0082476
14,2.0041275
761,1.9685053
593,1.9282836
801,1.900167
680,1.8968719
463,1.8669178
107,1.8178595
474,1.8017989
64,1.7716241
179,1.7306149
741,1.722983
782,1.7217363
249,1.6627586
715,1.6373825
411,1.4259812
718,1.3823531
633,1.3535678
494,1.2724004
149,1.2420261
719,1.2325836
143,1.222083
764,1.205337
833,1.1949263
55,1.1597934
421,1.1174283
68,1.1145015
282,1.1077353
270,1.104192
539,1.0923436
914,1.0869691
374,1.0788298
370,1.0667799
504,1.0334498
261,1.0254159
929,1.0196253
27,1.0124546
53,1.0061102
462,0.996147
245,0.98372483
275,0.94526803
512,0.93972725
429,0.9331981
652,0.9006046
102,0.89202666
954,0.8881203
631,0.88596654
480,0.8801437
521,0.87987745
80,0.85660714
858,0.847304
159,0.83953583
855,0.8214003
75,0.81354165
665,0.8083209
583,0.8035568
553,0.8034756
669,0.77610457
881,0.7724204
225,0.7585926
746,0.75532424
911,0.7439837
660,0.72853804
20,0.71614146
210,0.70311874
723,0.67872715
475,0.67601454
632,0.6709207
621,0.6685678
599,0.6655496
214,0.6652461
241,0.6612042
965,0.6426662
391,0.6406362
336,0.6341074
390,0.6269262
194,0.6185628
554,0.6085564
988,0.59752905
477,0.5931545
859,0.5889431
92,0.5836519
894,0.58302486
405,0.5779959
794,0.56955945
767,0.56704694
32,0.56370795
670,0.5615237
703,0.55905515
685,0.55876964
177,0.55477285
586,0.548621
290,0.54820955
940,0.54425263
921,0.5440181
659,0.5263455
624,0.5256901
714,0.5138459
352,0.51309776
877,0.5097836
778,0.50687194
927,0.504537
42,0.4968019
972,0.49625832
181,0.49126565
523,0.48649836
827,0.4739986
701,0.47251216
933,0.47183293
173,0.46945363
33,0.46685043
256,0.46456793
459,0.4632162
638,0.46295318
795,0.46294725
380,0.46269652
310,0.4588858
893,0.45671082
12,0.45578003
416,0.44966227
502,0.44717902
828,0.4468584
614,0.44406354
825,0.44383407
549,0.44342136
134,0.44252485
18,0.44027027
37,0.43751213
924,0.43621057
47,0.43516067
455,0.4331086
709,0.4315458
551,0.43069002
812,0.42625907
722,0.42207038
541,0.4195413
235,0.41036308
488,0.39808318
394,0.39797935
815,0.39442706
294,0.39405832
626,0.39237738
837,0.39204678
283,0.39068833
969,0.38985375
769,0.38864967
612,0.3869973
581,0.3844609
351,0.38279483
607,0.38070166
57,0.37908056
816,0.37883344
603,0.3782534
247,0.37642273
460,0.37641832
544,0.3749906
594,0.37444922
94,0.37277773
104,0.3716194
990,0.3692925
395,0.36788833
831,0.36688855
141,0.365322
