Train_ID,Loss
2957,7.438113
6972,6.4457765
6845,6.31813
382,6.12396
6627,6.0019345
7194,5.6392956
6296,5.495052
711,5.2063885
5908,5.092078
1340,4.9784765
7852,4.7606454
6327,4.685504
5886,4.6833916
1955,4.6730266
2813,4.6663365
1886,4.555465
5896,4.517446
2974,4.4870186
777,4.449044
1134,4.2862506
4347,4.251545
716,4.2471147
2730,4.2288694
3384,4.1671414
680,4.10045
4553,4.0138497
4742,3.979148
7436,3.8768735
3221,3.779811
3310,3.7633078
5912,3.7542717
3849,3.6795752
2431,3.637296
5740,3.6368153
6215,3.614132
2451,3.6060781
741,3.5931902
3964,3.5722027
7592,3.5369382
2437,3.501208
7747,3.4278061
5067,3.3901224
6040,3.3799002
6623,3.376971
633,3.3357494
5698,3.3326468
1750,3.3318298
5953,3.315337
4866,3.306019
2536,3.2132702
3437,3.1885731
5574,3.1854606
3371,3.169409
957,3.1498134
3075,3.1340947
7904,3.126431
3628,3.1162436
7648,3.1050563
2559,3.0619226
3271,3.0549977
5638,3.0483117
2300,3.0418737
2580,3.0387282
2128,3.0349882
6425,3.0077279
4705,3.0045671
7524,2.997858
2524,2.988853
761,2.9701328
654,2.950396
3895,2.9491482
2926,2.9409652
2961,2.9327195
7007,2.9249876
2491,2.9248524
7304,2.9164
1823,2.9154713
4851,2.8896663
5414,2.8866658
180,2.8824196
3097,2.879857
463,2.8722558
5743,2.8566813
1518,2.8181732
149,2.8112586
7386,2.809476
6896,2.7946937
3989,2.7825034
7169,2.781549
6933,2.7622812
5444,2.7423751
962,2.7365882
7699,2.7265432
1718,2.7261367
5011,2.7014885
3914,2.696714
539,2.6945534
4028,2.686589
652,2.6690035
2220,2.6587164
4030,2.6439583
6154,2.6412644
3086,2.637819
1504,2.6296613
3660,2.6286707
1810,2.6139598
2368,2.6083696
7782,2.6021256
2247,2.6014018
6268,2.5888176
1533,2.5442407
4782,2.5397158
2187,2.5250325
5186,2.5214026
7997,2.5136075
5464,2.5041041
7596,2.4901237
1121,2.4877398
440,2.479216
7149,2.4737
5155,2.4609578
7778,2.458793
4358,2.452259
3739,2.4516704
474,2.4325073
7500,2.431647
7367,2.3981047
7959,2.395819
