Train_ID,Loss
2957,7.2798605
382,5.614909
711,5.4296455
1955,4.7070823
2813,4.589307
716,4.531537
3384,4.3395987
1134,4.1864824
1340,4.170955
777,4.1042037
3310,3.9665298
2730,3.9233606
2974,3.839667
680,3.8033729
3628,3.6370008
761,3.5528424
2431,3.4822583
741,3.4682791
1886,3.4538648
3221,3.4281
1750,3.3799999
3964,3.3735673
249,3.3546731
3271,3.318761
2451,3.3052094
3849,3.2036312
2128,3.1911833
2437,3.1256173
654,3.12251
180,3.111349
3660,3.0689802
2524,3.0489576
3097,3.0085993
3100,2.984975
633,2.9359822
1718,2.8915536
3437,2.8151872
3075,2.795918
3086,2.7945569
2187,2.7868426
3371,2.7653713
2081,2.750839
539,2.7359326
957,2.7191746
2247,2.6927602
1922,2.6549304
1823,2.6500604
1810,2.6133037
593,2.6085174
474,2.599734
3989,2.5735478
2619,2.5698013
3739,2.5604231
2926,2.5536814
3700,2.5498202
1504,2.5478532
2580,2.5423672
1518,2.530335
1533,2.5153334
2846,2.5003173
2536,2.4909132
2961,2.4781306
1844,2.4536843
2559,2.423963
1121,2.3901536
1006,2.3705726
270,2.3086343
149,2.30115
1323,2.1978302
3914,2.191689
3992,2.1744628
2220,2.1664584
3553,2.1654453
2212,2.162571
463,2.157621
553,2.15261
1078,2.1358025
2491,2.1326005
1678,2.1320908
771,2.1259995
3895,2.0967107
440,2.08504
1549,2.0652113
480,2.0490696
2946,1.9801744
2418,1.9766976
742,1.9529035
2944,1.9396641
3020,1.9349748
3760,1.9196618
3643,1.9092184
1133,1.8757255
358,1.8742253
2861,1.8470644
3519,1.8390113
652,1.8269608
3958,1.8069894
64,1.805965
1088,1.8018047
245,1.7812395
1836,1.7627065
1890,1.7451822
2495,1.7420322
1320,1.7185404
1583,1.7155832
2230,1.7140162
2775,1.7067435
1582,1.695207
2201,1.6877414
3867,1.6861441
228,1.6794152
962,1.6732243
1402,1.6674639
27,1.6673933
665,1.6562495
2856,1.6443651
2906,1.6387811
523,1.6376705
2893,1.6278433
2001,1.613115
2747,1.6123233
3164,1.6079047
801,1.6022185
1838,1.5998456
1561,1.5991093
1115,1.5967944
3753,1.5960195
2143,1.591843
2443,1.5914106
3089,1.5888184
3754,1.5737178
3934,1.5604153
2773,1.5547054
3712,1.5438142
1267,1.5394509
1546,1.5272466
305,1.5271816
1538,1.5267298
494,1.5153754
2941,1.5138291
1365,1.5125024
2300,1.5057082
3176,1.5055442
2749,1.486393
2887,1.484467
1570,1.4837368
313,1.4818542
2068,1.481149
1358,1.4787505
2671,1.471363
3187,1.4644139
2385,1.4559119
2028,1.4549532
1070,1.4499259
3305,1.4431729
282,1.4405826
2216,1.4375025
659,1.428508
1167,1.4252336
3605,1.4106088
1634,1.4098914
1237,1.403095
2675,1.3993444
929,1.3956836
2466,1.3855174
715,1.3812507
2317,1.3791599
3647,1.37395
2937,1.3707703
2368,1.3660111
1327,1.3448209
1605,1.3443441
1183,1.3412905
2770,1.3374448
823,1.3344501
14,1.3318899
1339,1.3242493
3513,1.3238657
2647,1.3218814
2026,1.3215578
921,1.3162947
2578,1.2936633
2600,1.2929665
718,1.2832892
782,1.2768528
3177,1.2721897
107,1.2633524
179,1.26204
3197,1.2595552
1384,1.2509983
2860,1.2438291
2464,1.2398843
881,1.2295898
3432,1.2280864
2215,1.2263106
429,1.2243354
1803,1.2197269
159,1.2170604
370,1.216202
2567,1.2057319
1041,1.2051442
914,1.2029849
3765,1.1947722
1505,1.1912442
1,1.1897807
283,1.1885351
2530,1.1825025
68,1.1801724
2840,1.1748409
3859,1.168422
2611,1.1661406
3284,1.1623327
3348,1.1566018
1432,1.1564755
3316,1.1549444
3650,1.1486058
1360,1.1416565
2602,1.1276021
102,1.1262681
2306,1.1151547
2988,1.1145774
1527,1.1098866
374,1.1052184
2085,1.0953557
3077,1.0907773
1476,1.0721071
411,1.0695858
2627,1.069563
3034,1.0648177
719,1.0506382
1766,1.0477216
3133,1.0472515
2963,1.045603
3005,1.045378
3603,1.0428047
3317,1.0421304
778,1.022305
764,1.0205386
3055,1.012989
181,1.0095593
1539,1.0069361
3477,1.0028406
2321,0.9895142
3444,0.9879851
1874,0.9840425
2883,0.97041017
1596,0.9687613
512,0.9629562
1174,0.9582374
1926,0.9478375
3127,0.94567907
3731,0.9428969
1451,0.93719816
1751,0.93560314
1585,0.93157333
3632,0.9243867
2170,0.9238962
3390,0.9221884
1963,0.917215
3352,0.91277826
2456,0.90310097
1727,0.9022939
1502,0.9016595
462,0.89928657
723,0.8989159
3346,0.8892333
1198,0.8863269
1657,0.8785923
3045,0.8764719
1031,0.8751612
599,0.8696584
2795,0.8686692
1448,0.8684802
375,0.86701155
1137,0.8649051
2862,0.8618747
3278,0.85737634
1087,0.85709023
2636,0.856397
80,0.85047984
2403,0.84520483
1131,0.84399056
3473,0.83996046
954,0.83678293
3186,0.83214235
3370,0.8287475
3853,0.8247096
214,0.8213558
1755,0.8184377
1828,0.8147612
1806,0.8117087
3692,0.8045781
3772,0.8007282
3263,0.79785115
2618,0.79687303
1575,0.79519206
