Train_ID,Loss
6972,7.204785
2957,6.317614
6845,6.046388
10931,5.8222365
6296,5.7252917
7194,5.6556244
6627,5.5006404
382,5.4301267
9743,5.3006997
10901,5.1968856
7852,5.153112
2813,5.152775
10444,5.1462564
1340,5.120964
5886,5.036013
5908,4.95408
1886,4.9016576
8209,4.8185873
3310,4.816958
10345,4.7813973
11409,4.6842675
10739,4.6669817
10300,4.649129
9780,4.62484
1955,4.6187863
15894,4.601656
2431,4.585819
8265,4.5843472
2730,4.526424
6327,4.5011253
777,4.4990153
9265,4.484171
12664,4.4759045
3384,4.4651504
711,4.4577174
8428,4.4346156
3964,4.304767
14334,4.2761116
9716,4.2313805
4347,4.208747
15355,4.1766334
11485,4.1664505
13514,4.1583104
716,4.1326036
9147,4.127351
4553,4.042772
14275,4.0286355
8488,4.023378
9458,4.004104
14809,3.9933898
4742,3.9819553
2974,3.9637034
15633,3.952688
14278,3.9510405
14017,3.9507139
14569,3.9284298
5896,3.9122329
14059,3.9024618
10562,3.9022012
13528,3.8913736
9792,3.8340142
8156,3.8234584
3849,3.7863858
12916,3.7744818
5912,3.7571437
12945,3.7230365
9747,3.712259
9011,3.709813
12046,3.6783872
15903,3.6552136
13184,3.634417
14423,3.6234734
962,3.5673687
1134,3.5365093
8909,3.529218
3628,3.5175154
5574,3.478611
8197,3.4743323
180,3.4553463
13197,3.4482818
9128,3.4346292
2491,3.4308753
9153,3.3897247
3437,3.3843744
7170,3.3813546
5011,3.3804374
11169,3.3657134
5464,3.3646429
2580,3.3548753
13815,3.3422887
15402,3.3416064
633,3.3228796
957,3.3217313
12265,3.3183162
14777,3.3140342
10409,3.312759
15363,3.2952752
12145,3.2932632
3086,3.277
741,3.2667253
6623,3.2561526
680,3.2528818
6040,3.2504904
9730,3.2497098
5067,3.2428756
2451,3.2396612
5414,3.233407
652,3.2196934
2559,3.2186866
3271,3.217575
14584,3.2158883
7904,3.214247
7997,3.2066045
5953,3.1943545
2536,3.182225
1922,3.1699214
15893,3.1697524
654,3.169727
11229,3.1695056
2437,3.1671684
3221,3.1543186
11139,3.1435385
10286,3.1416726
6215,3.1381493
1823,3.1357045
14536,3.1152296
9691,3.1060867
10503,3.0991497
13233,3.0807846
15867,3.0801547
474,3.072473
7436,3.0615427
1121,3.048313
11970,3.0317342
10825,3.0315626
761,3.0303795
13382,3.0188527
7782,3.0110426
6268,3.0047443
8727,2.999069
149,2.9946742
5740,2.9937444
15114,2.9904923
8609,2.9892895
12212,2.9829762
14127,2.9707885
1750,2.951654
9316,2.9505992
